Algorithm,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
AA,0.0951423,0.1370748,0.1779509,0.2205435,0.2636945,0.3074614,0.35034200000000004,0.395401,0.4409675,0.48628980000000005,0.5321043999999999,0.579305,0.6264751000000001,0.6747093000000001,0.7229161000000001,0.7724642,0.8221705,0.884512,0.9352955,0.9877134999999999,1.0400626,1.0939154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SinglePass,0.0019793000000000002,0.1224445,0.1586727,0.30310800000000004,0.3395593,0.4849765,0.5217895,0.6130458,0.6676309,0.7599899999999999,0.8149873,0.8516752000000001,0.9448179,1.0007424,1.0382324,1.1328220999999998,1.1894486,1.2273429,1.2651296,1.3410370999999999,1.3977704,1.4356756,1.4739371000000001,1.5313952,1.6074214999999998,1.6647224,1.7224529,1.7610101,1.7993499,1.8571332999999999
